time,target,q,dq,tau
4.16,9.635073482034308,-3.007315276359777,60.39073612637697,34.04918928550512
4.17,10.180828315007426,-2.400586707430414,60.672856892936316,28.212076655934425
4.18,10.716535899579899,-1.7916239202817978,60.8962787148616,22.342182192528867
4.19,11.241667557042636,-1.181016612748735,61.06073075330629,16.44520384446878
4.2,11.755705045849453,-0.5693566151200214,61.165999762871344,10.526900956505642
4.21,12.25814107305952,0.04276269105066799,61.211930617068944,4.593085419760314
4.22,12.748479794973782,0.6547469585143327,61.19842674636647,-1.3503870702469385
4.23,13.226237306473047,1.2660014634139283,61.12545048995955,-7.2976256406922175
4.24,13.690942118573782,1.8759316970388598,60.99302336249315,-13.242712746639654
4.25,14.142135623730956,2.4839439594089727,60.80122623701129,-19.17971254818542
4.26,14.579372548428209,3.0894459538636845,60.55019944547115,-25.1026791540138
4.2700000000000005,15.002221392609215,3.6918473818457476,60.2401427982063,-31.005664726485293
4.28,15.410264855515782,4.290560537083421,59.8713155237674,-36.88272744388962
4.29,15.803100247513804,4.88500089838949,59.44403613060684,-42.72793931605588
4.3,16.180339887498942,5.474587720310573,58.95868219210831,-48.53539384985265
4.3100000000000005,16.54161148549125,6.05874462087549,58.41569005649166,-54.299213561664715
4.32,16.88655851004031,6.636900165706994,57.81555448315037,-60.01355733412879
4.33,17.21484054007886,7.208488447777014,57.158828207001996,-65.6726276148379
4.34,17.52613360087726,7.772949662101541,56.44612143245272,-71.2706774549277
4.3500000000000005,17.82013048376736,8.329730674687495,55.678101258595305,-76.80201738574135
4.36,18.096541049320393,8.878285585060253,54.855491037275705,-82.26102213195969
4.37,18.355092513679622,9.418076281717035,53.9790696656782,-87.64213715975
4.38,18.595529717765025,9.948572989867952,53.04967081509167,-92.93988505865269
4.39,18.817615379084497,10.469254810843262,52.06818209753104,-98.14887175606299
4.4,19.02113032590308,10.979610252562248,51.03554417189856,-103.26379256324867
4.41,19.205873713538857,11.479137750476038,49.95274979137912,-108.27943805194394
4.42,19.371663222572618,11.967346178413765,48.82084279377262,-113.19069976065026
4.43,19.518335238774945,12.443755348778513,47.64091703647478,-117.99257572978354
4.44,19.645745014573777,12.907896501556769,46.41411527782552,-122.68017586492618
4.45,19.753766811902757,13.359312781622283,45.14162800655148,-127.24872712740483
4.46,19.842294026289558,13.797559703832649,43.82469222103657,-131.69357855149104
4.47,19.911239292061598,14.222205605434262,42.46459016016137,-136.01020608752026
4.48,19.960534568565432,14.63283208530885,41.0626479874589,-140.1942172702469
4.49,19.990131207314633,15.029034429612263,39.620234430341306,-144.24135571175992
4.5,20.0,15.410422023373847,38.13875937615836,-148.14750541829457
4.51,19.990131207314633,15.776618747642404,36.6196724268556,-151.908694930276
4.5200000000000005,19.960534568565432,16.127263361782465,35.06446141400615,-155.52110128494456
4.53,19.9112392920616,16.462009870542435,33.47465087599702,-158.98105380091317
4.54,19.842294026289558,16.780527875534005,31.8518004991569,-162.28503768401185
4.55,19.75376681190276,17.082502910780196,30.197503524618988,-165.4296974537914
4.5600000000000005,19.645745014573773,17.36763676200738,28.513385122718372,-168.41184019006164
4.57,19.51833523877495,17.635647769374675,26.801100736729733,-171.228438598864
4.58,19.371663222572625,17.886271113352244,25.062334397756896,-173.87663389728363
4.59,19.205873713538864,18.11925908347816,23.298797012591397,-176.3537385165499
4.6000000000000005,19.021130325903066,18.334381329741785,21.51222462636261,-178.6572386228787
4.61,18.8176153790845,18.531425096359854,19.70437666180699,-180.78479645556203
4.62,18.595529717765036,18.71019543772974,17.877034136988613,-182.73425248183756
4.63,18.355092513679633,18.870515416362814,16.0319978633074,-184.50362736812139
4.64,18.096541049320404,19.012226282619164,14.17108662563507,-186.09112376723303
4.65,17.820130483767354,19.135187636083387,12.296135346422183,-187.49512792128868
4.66,17.52613360087727,19.239277568439608,10.40899323562195,-188.71421108002346
4.67,17.214840540078875,19.324392787722395,8.511521928278585,-189.7471307343364
4.68,16.886558510040324,19.390448723838684,6.605593611628966,-190.59283166496186
4.69,16.54161148549122,19.437379615274352,4.6930891435668896,-191.25044680620766
4.7,16.180339887498956,19.46513857691754,2.775896164318634,-191.71929792482553
4.71,15.803100247513818,19.473697648949315,0.8559072031774793,-191.9988961141155
4.72,15.410264855515797,19.463047826770737,-1.0649822178580175,-192.08894210354967
4.73,15.002221392609183,19.43319907195374,-2.984875481699686,-191.98932638416684
4.74,14.579372548428221,19.384180304221722,-4.901876773201996,-191.70012915023102
4.75,14.142135623730972,19.316039374483935,-6.814092973778547,-191.2216200576551
4.76,13.690942118573798,19.228843018966163,-8.719635551777174,-190.55425779986268
4.7700000000000005,13.226237306473012,19.122676794498208,-10.616622446795638,-189.69868950184656
4.78,12.748479794973797,18.99764499503692,-12.503179946128672,-188.6557499333034
4.79,12.258141073059537,18.85387054952145,-14.377444551547367,-187.42646054186952
4.8,11.75570504584947,18.691494901175215,-16.237564834623587,-186.01202830762193
4.8100000000000005,11.241667557042597,18.510677868386974,-18.0817032788241,-184.41384442005133
4.82,10.716535899579917,18.311597487320835,-19.90803810661388,-182.63348277897785
4.83,10.180828315007446,18.094449836422605,-21.71476508982295,-180.67269832090716
4.84,9.63507348203433,17.859448843007122,-23.500099341548236,-178.53342517252847
4.8500000000000005,9.079809994790931,17.606826072128325,-25.26227708787981,-176.21777463315732
4.86,8.51558583130145,17.336830497950718,-26.999557417760524,-173.7280329880716
4.87,7.942957812695614,17.049728257857627,-28.710224009309105,-171.06665915485814
4.88,7.362491053693564,16.745802389548036,-30.3925868309592,-168.23628216500958
4.89,6.774758404905868,16.42535255139013,-32.044983815790516,-165.23969848313163
4.9,6.180339887498926,16.088694726315595,-33.6657825074536,-162.07986916630796
4.91,5.5798221207846,15.736160909554428,-35.253381676116575,-158.75991686629743
4.92,4.973797743297114,15.36809878052553,-36.80621290288983,-155.2831226773256
4.93,4.362864827930873,14.984871359213379,-38.32274213121506,-151.65292283252245
4.94,3.7476262917144836,14.586856647376031,-39.801471183734805,-147.87290525197466
4.95,3.128689300804612,14.17444725494411,-41.240939243192095,-143.94680594572935
4.96,2.506664671286083,13.748050011984683,-42.639724295942635,-139.8785052750539
4.97,1.8821662663703231,13.308085566617706,-43.99644453669767,-135.67202407550354
4.98,1.2558103905862372,12.85498796928619,-45.309759733151594,-131.3315196453924
4.99,0.6282151815625746,12.389204243794326,-46.57837254918641,-126.8612816034817
5.0,1.2246467991473532e-14,11.91119394554049,-47.801029825383644,-122.26572761972346
5.01,-0.6282151815625501,11.421428707384335,-48.976523815615515,-117.54939902318739
5.0200000000000005,-1.2558103905862836,10.92039177359906,-50.1036933785274,-112.71695629118909
